"","1ayWM2CHIPOOB100705","oAVVM2CHIPOOB051360","3xfYM2CHIPOOA051365","jYxWM2CHIPOOB051110","hoQoM2CHIPOOA051115","eBCjM2CHIPOOBXX1180","j1iWM2CHIPOOBXX1561"
"Halomonas_sp._SF2003","727","490","342","281","978","429","149"
"Halomonas_sp._NyZ770","547","498","304","162","724","314","64"
"Halomonas_sp._N3-2A","201","95","45","48","125","54","0"
"Halomonas_sp._GT","154","62","49","31","100","42","0"
"Halomonas_sp._HL-93","706","415","204","115","756","348","89"
"Halomonas_sp._hl-4","525","296","214","155","659","290","79"
"Halomonas_sp._A3H3","656","452","450","0","783","375","0"
"Halomonas_beimenensis","2124","1600","990","706","3470","1451","474"
"Halomonas_aestuarii","1569","1420","828","538","2854","1115","411"
"Halomonas_sulfidivorans","1480","1003","698","422","2054","903","255"
"Halomonas_socia","1466","1014","639","505","2180","1002","317"
"Halomonas_tianxiuensis","1441","967","643","414","1934","897","322"
"Halomonas_elongata","1087","834","543","392","1688","745","237"
"Halomonas_chromatireducens","1006","773","450","308","1374","629","203"
"Halomonas_meridiana","1316","748","502","388","1464","646","211"
"Halomonas_subglaciescola","645","513","312","248","933","404","151"
"Halomonas_huangheensis","543","372","277","164","741","343","86"
"Halomonas_piezotolerans","711","404","286","196","863","313","114"
"Halomonas_profundi","391","146","94","44","255","119","39"
"Halomonas_titanicae","1146","500","414","391","1200","513","229"
"Halomonas_sulfidoxydans","1408","1158","671","645","2327","902","351"
"Halomonas_hydrothermalis","545","311","184","170","556","344","92"
"Halomonas_venusta","211","97","72","36","235","119","34"
"Halomonas_campaniensis","183","121","86","62","190","67","0"
"Halomonas_alkaliphila","112","0","0","0","143","59","0"
"Cobetia_sp._L2A1","413","391","211","151","548","264","77"
"Cobetia_sp._cqz5-12","626","469","289","229","793","394","122"
"Cobetia_sp._4B","665","369","268","189","806","345","140"
"Cobetia_sp._AM6","596","501","276","220","724","336","141"
"Cobetia_pacifica","531","450","258","162","673","310","94"
"Cobetia_amphilecti","455","559","329","199","904","340","229"
"Cobetia_marina","198","0","0","0","480","160","0"
"Halotalea_alkalilenta","2073","1574","945","752","3070","1498","469"
"Salinicola_tamaricis","1799","1432","829","595","2696","1240","486"
"Kushneria_phosphatilytica","541","325","227","176","740","283","108"
"Kushneria_konosiri","547","348","252","181","696","313","107"
"Kushneria_marisflavi","437","335","221","164","652","325","80"
"Chromohalobacter_salexigens","1430","986","635","493","2014","876","356"
"Pistricoccus_aurantiacus","862","735","479","313","1375","580","226"
"Zymobacter_palmae","247","193","143","102","384","173","46"
"Candidatus_Portiera_aleyrodidarum","52","36","48","30","62","28","0"
"Candidatus_Carsonella_ruddii","22","23","0","0","0","24","0"
"Alcanivorax_sp._N3-2A","2542","2221","1311","1070","4519","1676","618"
"Alcanivorax_sp._NBRC_101098","221","211","0","0","311","0","0"
"Alcanivorax_pacificus","1602","1204","716","535","2194","943","305"
"Alcanivorax_dieselolei","791","576","414","275","1213","630","159"
"Alcanivorax_xenomutans","875","594","450","392","1298","635","262"
"Alcanivorax_borkumensis","172","0","0","0","150","0","0"
"Ketobacter_alkanivorans","304","174","102","99","311","145","43"
"Marinobacterium_aestuarii","840","693","337","277","1311","488","144"
"Marinobacterium_sediminicola","391","338","158","119","523","190","84"
"Marinobacterium_georgiense","368","308","187","135","523","218","112"
"Marinobacterium_sp._LSUCC0821","64","55","24","25","84","40","14"
"Marinomonas_sp._CT5","56","45","19","11","48","22","0"
"Marinomonas_sp._A3A","56","54","16","16","39","26","0"
"Marinomonas_sp._FW-1","41","32","14","0","39","38","0"
"Marinomonas_primoryensis","109","71","36","17","77","36","21"
"Marinomonas_profundi","119","39","39","26","73","46","13"
"Marinomonas_mediterranea","68","37","20","18","60","23","11"
"Marinomonas_foliarum","80","29","0","0","39","28","15"
"Marinomonas_posidonica","53","34","18","17","45","34","0"
"Marinomonas_algicola","53","52","36","13","57","34","0"
"Marinomonas_arctica","51","47","36","26","67","33","0"
"Thalassolituus_sp._C2-1","253","170","97","67","258","115","37"
"Thalassolituus_oleivorans","159","75","43","37","134","62","30"
"Venatorbacter_cucullus","322","211","134","81","393","159","36"
"Bacterioplanes_sanyensis","244","145","85","65","269","128","45"
"Neptunomonas_concharum","88","49","32","25","58","44","0"
"Neptunomonas_phycophila","66","50","19","15","57","27","0"
"Neptunomonas_japonica","51","59","43","17","65","29","11"
"Nitrincola_iocasae","178","155","74","45","207","71","31"
"Amphritea_japonica","115","83","42","33","122","46","17"
"Bermanella_marisrubri","64","53","27","15","38","36","0"
"Hahella_chejuensis","543","395","269","146","699","348","120"
"Hahella_sp._KA22","500","377","216","192","668","281","104"
"Saccharospirillum_mangrovi","589","398","247","184","752","372","116"
"Reinekea_forsetii","242","212","176","77","290","166","55"
"Gynuella_sunshinyii","193","117","89","67","237","102","29"
"Litoricola_lipolytica","359","247","154","104","454","207","88"
"Endozoicomonas_montiporae","143","126","60","37","143","83","20"
"Oleiphilus_messinensis","136","99","59","57","180","92","19"
"Spartinivicinus_ruber","106","60","38","42","264","27","41"
"Cellvibrio_sp._KY-GH-1","4152","224","946","121","266","92","31"
"Cellvibrio_sp._PSBB006","3427","319","299","874","1572","185","54"
"Cellvibrio_sp._KY-YJ-3","2898","257","878","103","263","101","36"
"Cellvibrio_sp._PSBB023","2267","227","609","72","244","105","23"
"Cellvibrio_japonicus","1261","336","400","143","635","147","77"
"Teredinibacter_turnerae","277","191","130","72","325","127","43"
"Teredinibacter_haidensis","165","79","63","33","148","67","17"
"Teredinibacter_purpureus","134","62","53","22","80","42","14"
"Simiduia_agarivorans","555","292","214","143","535","254","73"
"Marinagarivorans_sp._GE09","147","65","48","28","116","43","11"
"Saccharophagus_degradans","124","73","45","32","100","38","14"
"Agarilytica_rhodophyticola","74","42","28","11","72","42","12"
"Microbulbifer_sp._YPW16","901","618","432","321","1314","520","167"
"Microbulbifer_sp._SH-1","850","590","368","296","1095","496","119"
"Microbulbifer_sp._YPW1","629","416","235","173","777","303","104"
"Microbulbifer_sp._ALW1","558","376","216","160","632","247","88"
"Microbulbifer_sp._GL-2","229","148","85","53","247","120","36"
"Microbulbifer_sp._A4B17","202","166","79","55","221","97","27"
"Microbulbifer_sp._THAF38","219","144","90","65","286","128","52"
"Microbulbifer_aggregans","614","442","259","214","824","340","114"
"Microbulbifer_hydrolyticus","620","411","236","197","761","310","88"
"Microbulbifer_celer","526","372","197","193","655","299","103"
"Microbulbifer_thermotolerans","492","348","223","134","593","291","96"
"Microbulbifer_elongatus","540","389","203","140","679","291","89"
"Microbulbifer_agarilyticus","383","236","157","101","416","168","67"
"Microbulbifer_variabilis","209","112","80","73","185","106","34"
"Kineobactrum_salinum","1302","874","549","366","1758","744","247"
"Halioglobus_japonicus","602","342","224","157","698","247","99"
"Halioglobus_maricola","499","252","161","118","531","243","77"
"Congregibacter_litoralis","684","502","282","262","942","403","137"
"Aequoribacter_fuscus","168","114","64","47","187","98","28"
"Spongiibacter_taiwanensis","429","310","159","117","509","220","69"
"Spongiibacter_nanhainus","443","264","162","149","539","209","60"
"Spongiibacter_sp._IMCC21906","183","136","59","49","197","76","33"
"Zhongshania_aliphaticivorans","238","113","84","55","252","91","24"
"Oceanicoccus_sagamiensis","126","69","45","36","121","56","16"
"Methylococcus_sp._EFPC2","1985","1614","940","689","2920","1181","388"
"Methylococcus_sp._Mc7","2025","1701","1055","793","3203","1414","469"
"Methylococcus_capsulatus","1756","1569","927","772","3024","1245","452"
"Methylococcus_geothermalis","1721","1404","908","679","2651","1134","377"
"Methylomonas_sp._LL1","652","417","251","168","676","353","91"
"Methylomonas_sp._LW13","388","343","185","102","433","211","62"
"Methylomonas_sp._EFPC1","281","185","124","118","415","230","54"
"Methylomonas_sp._DH-1","512","548","280","190","772","415","108"
"Methylomonas_koyamae","1217","875","529","418","1561","688","246"
"Methylomonas_rhizoryzae","485","429","235","165","640","311","96"
"Methylomonas_denitrificans","468","363","215","160","581","281","96"
"Methylomonas_methanica","400","297","169","140","540","276","94"
"Methylomonas_paludis","169","134","68","45","178","82","24"
"Methylomagnum_ishizawai","2080","1581","1018","731","3050","1369","487"
"Methylocaldum_marinum","2068","1555","1054","930","5321","1300","436"
"Methylomicrobium_album","1637","1332","783","654","2305","1143","345"
"Methylomicrobium_sp._wino1","580","401","283","222","722","397","107"
"Methylogaea_oryzae","1780","1572","877","692","2747","1259","398"
"Candidatus_Methylospira_mobilis","691","574","306","242","962","378","129"
"Methylotuvimicrobium_buryatense","400","385","158","104","479","241","68"
"Methylotuvimicrobium_alcaliphilum","397","270","141","127","526","225","70"
"Methylovulum_psychrotolerans","304","195","122","103","368","187","43"
"Methylobacter_sp._S3L5C","133","112","45","29","148","74","16"
"Aeromonas_sp._FDAARGOS_1415","524","457","243","181","759","335","123"
"Aeromonas_sp._CA23","349","263","206","134","574","264","105"
"Aeromonas_sp._FDAARGOS_1409","406","436","167","158","571","282","114"
"Aeromonas_sp._CU5","197","158","67","62","242","124","48"
"Aeromonas_sp._ASNIH4","277","190","149","185","444","170","0"
"Aeromonas_sp._FDAARGOS_1407","183","178","120","62","350","127","57"
"Aeromonas_sp._FDAARGOS_1403","190","124","127","85","210","160","0"
"Aeromonas_sp._FDAARGOS_1410","140","73","38","73","236","86","40"
"Aeromonas_sp._1805","153","135","87","79","242","110","81"
"Aeromonas_sp._FDAARGOS_1405","106","78","43","32","178","69","53"
"Aeromonas_sp._ASNIH5","511","179","0","0","459","185","0"
"Aeromonas_sp._ASNIH2","397","224","207","0","398","204","0"
"Aeromonas_sp._ASNIH1","515","522","239","0","477","313","0"
"Aeromonas_sp._FDAARGOS_1402","277","131","0","0","288","0","0"
"Aeromonas_sp._2692-1","144","109","0","0","278","120","0"
"Aeromonas_sp._FDAARGOS_1404","105","93","0","0","128","47","0"
"Aeromonas_sp._FDAARGOS_1414","100","74","64","0","149","49","0"
"Aeromonas_sp._FDAARGOS_1406","214","0","0","0","318","144","0"
"Aeromonas_sp._FDAARGOS_1419","82","65","48","0","101","0","0"
"Aeromonas_sp._FDAARGOS_1417","69","61","64","0","92","60","0"
"Aeromonas_sp._FDAARGOS_1408","113","66","0","0","154","148","0"
"Aeromonas_sp._WP2-W18-CRE-05","620","730","464","0","850","0","0"
"Aeromonas_sp._FDAARGOS_1411","72","45","0","0","99","53","0"
"Aeromonas_sp._FDAARGOS_1416","67","81","0","0","118","71","0"
"Aeromonas_sp._ASNIH3","661","1357","1148","0","1239","631","0"
"Aeromonas_hydrophila","4811","3919","2358","1635","7285","3253","1184"
"Aeromonas_veronii","3211","2527","1610","1218","4913","2244","752"
"Aeromonas_media","2235","1508","938","887","3143","1323","502"
"Aeromonas_schubertii","908","736","442","330","1367","639","231"
"Aeromonas_encheleia","944","668","398","307","1330","598","201"
"Aeromonas_caviae","5679","3189","1988","1714","6617","2795","1051"
"Aeromonas_salmonicida","1324","848","565","2914","3992","819","249"
"Aeromonas_simiae","1101","898","527","446","1873","656","319"
"Aeromonas_rivuli","510","384","216","178","731","339","112"
"Aeromonas_enteropelogenes","708","466","325","259","965","444","173"
"Aeromonas_dhakensis","972","729","507","326","1382","610","224"
"Aeromonas_jandaei","552","480","299","189","799","440","179"
"Aeromonas_sanarellii","608","496","246","251","917","364","190"
"Aeromonas_rivipollensis","163","125","69","69","243","78","39"
"Aeromonas_allosaccharophila","127","78","73","61","262","118","42"
"Zobellella_denitrificans","1547","1332","776","626","2697","975","391"
"Oceanimonas_sp._GK1","687","553","398","235","1122","527","166"
"Dongshaea_marina","203","144","86","62","263","135","41"
"Oceanisphaera_profunda","108","98","62","53","150","67","19"
"Oceanisphaera_avium","63","47","25","19","68","38","0"
"Tolumonas_auensis","177","152","80","56","247","111","32"
"Succinivibrio_dextrinosolvens","37","39","26","19","57","28","15"
"Solimonas_sp._K1W22B-7","5778","8320","2772","3859","14544","6052","2611"
"Flagellatimonas_centrodinii","1963","1682","876","931","3804","1569","616"
"Sinimarinibacterium_sp._NLF-5-8","1320","1282","714","737","2675","1134","401"
"Steroidobacter_denitrificans","9309","5237","3938","5193","12946","3757","1061"
"Shewanella_sp._FJAT-53555","162","79","80","45","203","85","60"
"Shewanella_sp._FJAT-53764","184","135","85","60","260","93","0"
"Shewanella_sp._FJAT-51860","78","49","51","24","66","35","21"
"Shewanella_sp._FJAT-53532","166","127","76","0","208","68","0"
"Shewanella_sp._FJAT-53681","155","100","62","58","157","100","53"
"Shewanella_sp._KX20019","65","48","25","23","45","32","11"
"Shewanella_sp._FJAT-54031","136","120","46","56","169","105","58"
"Shewanella_sp._Scap07","59","29","30","19","55","27","0"
"Shewanella_sp._FJAT-52072","114","84","53","53","119","79","0"
"Shewanella_sp._FJAT-52076","118","107","52","47","133","77","0"
"Shewanella_sp._FJAT-53749","52","28","19","0","45","34","12"
"Shewanella_sp._FJAT-53870","47","30","23","19","34","21","0"
"Shewanella_sp._SNU_WT4","45","53","19","19","55","38","14"
"Shewanella_sp._WE21","46","55","23","22","55","36","0"
"Shewanella_sp._Arc9-LZ","41","19","14","0","31","19","0"
"Shewanella_sp._FJAT-51754","71","31","25","0","48","34","0"
"Shewanella_sp._Pdp11","108","0","0","42","141","0","0"
"Shewanella_sp._OM3-2","33","15","0","0","27","17","0"
"Shewanella_sp._ANA-3","78","70","36","0","111","62","0"
"Shewanella_sp._MR-4","39","45","0","0","76","35","0"
"Shewanella_sp._LZH-2","73","73","0","0","69","61","0"
"Shewanella_sp._FJAT-51649","33","27","0","0","62","33","0"
"Shewanella_khirikhana","292","177","97","101","335","144","44"
"Shewanella_algae","440","342","169","137","527","261","125"
"Shewanella_cyperi","368","216","180","94","378","175","75"
"Shewanella_litorisediminis","223","121","100","48","192","129","35"
"Shewanella_marisflavi","192","108","66","56","183","95","19"
"Shewanella_putrefaciens","617","308","222","212","655","345","76"
"Shewanella_baltica","301","150","181","131","312","120","113"
"Shewanella_sedimentimangrovi","221","209","120","60","252","105","39"
"Shewanella_amazonensis","147","127","70","44","158","82","29"
"Shewanella_yunxiaonensis","115","88","34","31","116","44","16"
"Shewanella_avicenniae","107","72","53","35","123","49","18"
"Shewanella_dokdonensis","95","86","48","21","125","60","27"
"Shewanella_sediminis","91","55","47","25","122","61","25"
"Shewanella_benthica","90","46","28","28","105","45","15"
"Shewanella_loihica","176","171","97","53","184","86","0"
"Shewanella_psychropiezotolerans","79","54","39","20","82","33","0"
"Shewanella_xiamenensis","352","109","62","82","295","112","0"
"Shewanella_denitrificans","66","39","28","22","55","49","15"
"Shewanella_piezotolerans","63","20","11","0","41","24","0"
"Shewanella_violacea","66","58","22","14","51","44","0"
"Shewanella_woodyi","59","26","22","11","37","18","0"
"Shewanella_pealeana","57","61","19","22","78","32","16"
"Shewanella_maritima","54","57","18","11","46","33","0"
"Shewanella_carassii","100","86","28","30","86","54","0"
"Shewanella_decolorationis","100","65","40","46","135","47","0"
"Shewanella_psychrophila","49","77","18","18","74","24","0"
"Shewanella_oneidensis","55","29","28","25","74","35","15"
"Shewanella_inventionis","63","33","28","24","66","31","0"
"Shewanella_indica","95","58","24","42","111","38","39"
"Shewanella_halifaxensis","44","41","30","14","70","29","0"
"Shewanella_vesiculosa","47","30","17","0","36","33","0"
"Shewanella_psychromarinicola","43","38","27","11","47","22","0"
"Shewanella_aestuarii","36","31","24","14","40","15","0"
"Shewanella_glacialimarina","30","26","25","0","27","19","0"
